name,city,link
Освітній простір України,Івано-Франківськ,http://nbuv.gov.ua/j-tit/ocpru
Сільський господар,Львів,http://nbuv.gov.ua/j-tit/sg
"""Перспективи"". Соціально-політичний журнал",Одеса,http://nbuv.gov.ua/j-tit/Perspekt
Аерокосмічні технології,Київ,http://nbuv.gov.ua/j-tit/aertech
Буковинський математичний журнал,Чернівці,http://nbuv.gov.ua/j-tit/bmj
Scientific works of Vinnytsia national technical university,Vinnytsia,http://nbuv.gov.ua/j-tit/vntue
Вівчарство та козівництво,Нова Каховка,http://nbuv.gov.ua/j-tit/vivkoz
Гідроакустичний журнал,Запоріжжя,http://nbuv.gov.ua/j-tit/gaj
Економіка та право,Київ,http://nbuv.gov.ua/j-tit/ecpr
Діалог: медіа-студії,Одеса,http://nbuv.gov.ua/j-tit/dialog
"Материалы по археологии, истории и этнографии Таврии",Львів,http://nbuv.gov.ua/j-tit/Mzai
Літопис Волині,Луцьк,http://nbuv.gov.ua/j-tit/lv
Інформаційна безпека,Луганськ,http://nbuv.gov.ua/j-tit/Ibez
"Наука, технології, інновації",Київ,http://nbuv.gov.ua/j-tit/STI
Клінічна генетика і перинатальна діагностика,Харків,http://nbuv.gov.ua/j-tit/cgpd
Збірник наукових праць Військової академії (м. Одеса)," Технічні науки, Одеса",http://nbuv.gov.ua/j-tit/zbnpva
Теоретичні та прикладні питання економіки,,http://nbuv.gov.ua/j-tit/Tppe
Філологічні студії,Кривий Ріг,http://nbuv.gov.ua/j-tit/PhSt
Ринок цінних паперів України,Київ,http://nbuv.gov.ua/j-tit/rcpu
Українське релігієзнавство,Київ,http://nbuv.gov.ua/j-tit/Ukrr
Освітня аналітика України,Київ,http://nbuv.gov.ua/j-tit/educanalukr
Сільськогосподарська мікробіологія,Чернігів,http://nbuv.gov.ua/j-tit/smik
Перспективні напрямки проектування житлових та громадських будівель,Київ,http://nbuv.gov.ua/j-tit/Pnpzhtgb
Академічний огляд,Дніпро,http://nbuv.gov.ua/j-tit/ao
Буковинський медичний вісник,Чернівці,http://nbuv.gov.ua/j-tit/bumv
"Semiconductor physics, quantum electronics & optoelectronics","Kyiv",http://nbuv.gov.ua/j-tit/MSMW
Від бароко до постмодернізму,Дніпро,http://nbuv.gov.ua/j-tit/vbdp
Гідробіологічний журнал,Київ,http://nbuv.gov.ua/j-tit/gbj
Економіка та право,"ерія : Економіка, Київ",http://nbuv.gov.ua/j-tit/ecprec
Докса,Одеса,http://nbuv.gov.ua/j-tit/dokca
Матеріали до української етнології,Луганськ,http://nbuv.gov.ua/j-tit/mdue
Літопис травматології та ортопедії,Київ,http://nbuv.gov.ua/j-tit/Lto
"Інформаційна безпека людини, суспільства, держави",Київ,http://nbuv.gov.ua/j-tit/iblsd
Наука. Релігія. Суспільство,Донецьк,http://nbuv.gov.ua/j-tit/Nrs
Клінічна ендокринологія та ендокринна хірургія,Київ,http://nbuv.gov.ua/j-tit/kee
Збірник наукових праць Вінницького національного аграрного університету,"ерія : Технічні науки, Вінниця",http://nbuv.gov.ua/j-tit/znpvnutn
Теорії мікро-макроекономіки,,http://nbuv.gov.ua/j-tit/Tmm
Філологічні трактати,"Суми, Харків",http://nbuv.gov.ua/j-tit/Filtr
Рідна школа,Київ,http://nbuv.gov.ua/j-tit/rsh
Українське суспільство: моніторинг соціальних змін,Київ,http://nbuv.gov.ua/j-tit/ukrsoc
Освітологічний дискурс,Київ,http://nbuv.gov.ua/j-tit/osdys
Сільськогосподарські машини,Луцьк,http://nbuv.gov.ua/j-tit/silmah
Перспективні технології та прилади,Луцьк,http://nbuv.gov.ua/j-tit/ptp
Актуальна інфектологія,Київ,http://nbuv.gov.ua/j-tit/akinf
Бухгалтерський облік і аудит,Київ,http://nbuv.gov.ua/j-tit/boau
Відбір і обробка інформації,Київ,http://nbuv.gov.ua/j-tit/vioi
Гідроенергетика України,Вишгород,http://nbuv.gov.ua/j-tit/gidenu
Економіка та право,"ерія : Право, Київ",http://nbuv.gov.ua/j-tit/ecprpr
Донецький археологічний збірник,Донецьк,http://nbuv.gov.ua/j-tit/daz
Матеріали і дослідження з археології Прикарпаття і Волині,Харків,http://nbuv.gov.ua/j-tit/Mdapv
Логістика: теорія та практика,Луцьк,http://nbuv.gov.ua/j-tit/Logtp
Інформаційне суспільство,Київ,http://nbuv.gov.ua/j-tit/is
Наукова скарбниця освіти Донеччини,Донецьк,http://nbuv.gov.ua/j-tit/Nsod
Клінічна імунологія. Алергологія. Інфектологія,Київ,http://nbuv.gov.ua/j-tit/klialin
Збірник наукових праць Державного науково-дослідного інституту авіації,Київ,http://nbuv.gov.ua/j-tit/Znpdndia
Теорія і методика фізичного виховання і спорту,,http://nbuv.gov.ua/j-tit/TMFVS
Філософія і соціологія в контексті сучасної культури,Дніпропетровськ,http://nbuv.gov.ua/j-tit/Fis
Рідне слово в етнокультурному вимірі,Дрогобич,http://nbuv.gov.ua/j-tit/rsev
Український антарктичний журнал,Київ,http://nbuv.gov.ua/j-tit/uazh
Освітологія,"Варшава, Київ",http://nbuv.gov.ua/j-tit/ocvit
Сімейна медицина,Киев,http://nbuv.gov.ua/j-tit/simmed
Питання біоіндикації та екології,Запоріжжя,http://nbuv.gov.ua/j-tit/pbte
"Актуальні питання біології, екології та хімії",Запоріжжя,http://nbuv.gov.ua/j-tit/apd
"Бухгалтерський облік, аналіз та аудит: проблеми теорії, методології, організації",Київ,http://nbuv.gov.ua/j-tit/boaa
Відкрите освітнє е-середовище сучасного університету,Київ,http://nbuv.gov.ua/j-tit/oeeemu
"Гідрологія, гідрохімія і гідроекологія",Київ,http://nbuv.gov.ua/j-tit/glghge
Економіка та управління АПК,Біла Церква,http://nbuv.gov.ua/j-tit/ecupapk
Доповіді Національної академії наук України,Київ,http://nbuv.gov.ua/j-tit/dnanu
Матеріали та дослідження з археології Східної України,Львів,http://nbuv.gov.ua/j-tit/Mtdza
Логопедія,Київ,http://nbuv.gov.ua/j-tit/logoped
"Інформаційні системи, механіка та керування",Київ,http://nbuv.gov.ua/j-tit/Ismk
Наукове пізнання: методологія та технологія," Філософія, Одеса",http://nbuv.gov.ua/j-tit/Npmt
Клінічна інформатика і телемедицина,Харків,http://nbuv.gov.ua/j-tit/kiit
Збірник наукових праць Державного науково-дослідного інституту випробувань і сертифікації озброєння та військової техніки,Чернігів,http://nbuv.gov.ua/j-tit/swsrdi
Теорія і методика хортингу,,http://nbuv.gov.ua/j-tit/Tmh
Філософія науки: традиції та інновації,Суми,http://nbuv.gov.ua/j-tit/FilosNauk
Рідний край,Полтава,http://nbuv.gov.ua/j-tit/Almpolt
Український археографічний щорічник,Київ,http://nbuv.gov.ua/j-tit/Uashch
Основи та фундаменти,Київ,http://nbuv.gov.ua/j-tit/Otf
Складні системи і процеси,Запоріжжя,http://nbuv.gov.ua/j-tit/ssip
Питання боротьби зі злочинністю,Харків,http://nbuv.gov.ua/j-tit/Pbzz
Актуальні питання гуманітарних наук,Дрогобич,http://nbuv.gov.ua/j-tit/apgnd
